Identifiant de la station;Nom de la station;Capacité de la station;Lattitude;Longitude;Coordonnées géographiques
100921894;Léon Frot - Charonne;19;48.854963800335234;2.387217085372007;48.8549638003,2.38721708537
102317064;St-Ouen - Lamarck;45;48.891083040295555;2.326735694839291;48.8910830403,2.32673569484
124183944;Hector Malot - Daumesnil;54;48.84693552991762;2.3770876228809357;48.8469355299,2.37708762288
101488317;René Coty - Place Denfert-Rochereau;36;48.83305647731638;2.332941144704819;48.8330564773,2.3329411447
653197206;Marcel Pourtout - Édouard Manet;24;48.87555620763429;2.1655967831611638;48.8755562076,2.16559678316
27415256;Sahel - Général Michel Bizot;33;48.840872964793355;2.4044444784522057;48.8408729648,2.40444447845
66491384;Place Aristide Briand;35;48.82189236575831;2.413003742694855;48.8218923658,2.41300374269
102752610;Mairie de Bagnolet;28;48.868421318555306;2.417958788573742;48.8684213186,2.41795878857
49039283;Carpeaux - Place Jacques Froment;19;48.8906542;2.3309428;48.8906542,2.3309428
15377776;Paul Valery - Victor Hugo;35;48.87137406080164;2.2887128591537476;48.8713740608,2.28871285915
54000629;Commandant Charcot - Bretteville;36;48.87530570765423;2.2558460757136345;48.8753057077,2.25584607571
27415224;Bir Hakeim;33;48.853844054333514;2.289705348222022;48.8538440543,2.28970534822
210408693;Vaugirard - Monsieur le Prince;26;48.848951441614176;2.3411329463124275;48.8489514416,2.34113294631
518825709;Jean Oestreicher - Porte de Champerret;21;48.88655580065981;2.288640439510346;48.8865558007,2.28864043951
129025451;Douai - Bruxelles;27;48.88320784122797;2.3308449949028507;48.8832078412,2.3308449949
27415466;Jourdain - Place des Grandes Rigoles;22;48.87403113727167;2.38959476351738;48.8740311373,2.38959476352
27363187;Place Albert Kahn;46;48.8957969797804;2.345585584134864;48.8957969798,2.34558558413
583171360;Jean Marin Naudin - Stalingrad;30;48.80598196931727;2.319646775722504;48.8059819693,2.31964677572
230952057;Place Marcel Cachin;32;48.81411442356866;2.39090770483017;48.8141144236,2.39090770483
463297497;Marcelle - Thalie;20;48.8835462;2.4137883;48.8835462,2.4137883
213857398;Gare de Clamart;14;48.81383535598703;2.272278964519501;48.813835356,2.27227896452
82563707;Exelmans - Michel-Ange;33;48.84309486651855;2.2597770800669053;48.8430948665,2.25977708007
213957917;Wilson - Métallurgie;28;48.909423010092326;2.3584435880184174;48.9094230101,2.35844358802
559507144;Place Jean Ferrat;25;48.8184945213025;2.3744174838066106;48.8184945213,2.37441748381
66491370;Jacques Callot - Mazarine;28;48.85528017533187;2.337574325501919;48.8552801753,2.3375743255
66491404;Flandre - Riquet;21;48.888013281448345;2.373759595522922;48.8880132814,2.37375959552
82445192;Gare Montparnasse - René Mouchotte;39;48.83920384329242;2.320883944630623;48.8392038433,2.32088394463
26958435;Square des Saint-Simoniens;25;48.8701796;2.3967273;48.8701796,2.3967273
653203262;Parc Pierre Lagravère;30;48.92634472480793;2.2394567728042607;48.9263447248,2.2394567728
37521;Petites Ecuries - Faubourg Poissonnière;18;48.87397217237368;2.348388757504776;48.8739721724,2.3483887575
129103849;Francoeur - Marcadet;20;48.89104123261663;2.340014585442034;48.8910412326,2.34001458544
213676825;Pitié-Salpêtrière;51;48.837208062341794;2.3646864295005803;48.8372080623,2.3646864295
221094844;Place Alphonse Deville;23;48.85018826266191;2.3275961726903915;48.8501882627,2.32759617269
990000217;Les Planètes;16;48.8099849920804;2.4580853059887886;48.8099849921,2.45808530599
66491407;Haies - Réunion;22;48.85386896766491;2.402426162238911;48.8538689677,2.40242616224
102336814;Kléber - Gouverneur Général Eboué;24;48.826885843069796;2.2723413258790965;48.8268858431,2.27234132588
126354477;Clichy - Place Blanche;20;48.883601088297006;2.333223782479763;48.8836010883,2.33322378248
85162552;Fontainebleau - Edmond Michelet;45;48.80956436844049;2.3626908659935;48.8095643684,2.36269086599
129042700;Granges aux Belles - Hôpital Saint-Louis;61;48.874794994841274;2.366669436984963;48.8747949948,2.36666943698
66505511;François 1er - Montaigne;29;48.866887649978096;2.306675575720671;48.86688765,2.30667557572
653065577;Gare du Nord - Demarquay;30;48.881154;2.358411;48.881154,2.358411
263610599;Centenaire - Sorins;45;48.85853523359734;2.4273508787155156;48.8585352336,2.42735087872
15414455;Paul Doumer - La Tour;34;48.860116109626574;2.280840481911055;48.8601161096,2.28084048191
60667075;Georges V - François 1er;22;48.87042247158609;2.301069796085358;48.8704224716,2.30106979609
1599896463;Magenta - Chabrol;24;48.876495350882045;2.3560990020632744;48.8764953509,2.35609900206
606669250;Square Georges Melies;40;48.84070239213081;2.409667745232582;48.8407023921,2.40966774523
82569809;Jardin Marguerite Long;22;48.8816985773914;2.2836575657129288;48.8816985774,2.28365756571
213675430;Boutroux - Porte de Vitry;49;48.822632;2.377738;48.822632,2.377738
457713145;Gare de Nanterre Ville;43;48.8950295;2.1957932;48.8950295,2.1957932
66491406;Cours de Vincennes - Davout;48;48.8473310531154;2.4103900081973;48.8473310531,2.4103900082
30641281;Place de la Montagne du Goulet;21;48.8443415;2.2773844;48.8443415,2.2773844
213689228;Raffet - Montmorency;42;48.85258670812;2.2629252456151954;48.8525867081,2.26292524562
1190800638;Ranelagh - Maison de la Radio;22;48.85293603169479;2.280449643731117;48.8529360317,2.28044964373
129145892;Paris - Désiré Préaux;49;48.85742876694898;2.4323049187660217;48.8574287669,2.43230491877
1227051850;Glacière - Soeur Catherine Marie;40;48.829522989420596;2.343570403754711;48.8295229894,2.34357040375
653086121;Louis Xavier de Ricard - Ancienne Mairie;34;48.84629899065091;2.472420372068882;48.8462989907,2.47242037207
1057072168;Jules Guesdes - Général de Gaulle;24;48.81930581291959;2.278934195637703;48.8193058129,2.27893419564
653087914;Marne - Charles de Gaulle;27;48.815071719544434;2.4121668934822087;48.8150717195,2.41216689348
54000619;Porte de Bagnolet;33;48.864707139122984;2.408344637349607;48.8647071391,2.40834463735
82332239;Ecoles - Carmes;36;48.848904447989405;2.3473486304283147;48.848904448,2.34734863043
39535340;Charles Frérot - Albert Guilpin;30;48.8155839183714;2.3505029082298283;48.8155839184,2.35050290823
1062256852;Maxime Gorki - Louis Aragon;20;48.78909814728443;2.368387877941132;48.7890981473,2.36838787794
27414902;Louis Blanc - La Chapelle;21;48.88400896451429;2.3599335551261906;48.8840089645,2.35993355513
653146273;Chausson - Gabriel Péri;22;48.921891003481115;2.2952306270599365;48.9218910035,2.29523062706
1074187051;Hôtel de Ville;30;48.90999330025577;2.288238108158112;48.9099933003,2.28823810816
1074339090;Stade Pershing;0;48.828511;2.45794799;48.828511,2.45794799
49423507;Pau Casals - Neuve Tolbiac;53;48.8311602;2.3774395;48.8311602,2.3774395
1062844489;Château - Place de Catalogne;33;48.83681392813011;2.3186691105365753;48.8368139281,2.31866911054
54000596;Jouffroy d'Abbans - Villiers;34;48.88421554703737;2.3056533560156827;48.884215547,2.30565335602
653102462;Lampes;43;48.81152481985875;2.4017931148409843;48.8115248199,2.40179311484
311153993;Les Halles - Saint-Eustache;32;48.86362695901683;2.342623919248581;48.863626959,2.34262391925
1074398925;République - Louis Loucheur;37;48.82354926118855;2.510186545550823;48.8235492612,2.51018654555
84960402;Gobelins - Port-Royal;41;48.83713590026284;2.3515201359987254;48.8371359003,2.351520136
653110492;Danielle Casanova - Ledru-Rollin;28;48.815783497876815;2.383259721100331;48.8157834979,2.3832597211
63279;Siam - La Pompe;16;48.861720329027264;2.275346568555312;48.861720329,2.27534656856
85160045;Arthur Auger - Jean Jaurès;26;48.813736445585235;2.3069277405738835;48.8137364456,2.30692774057
82551956;Marché d'Auteuil;32;48.84842761367387;2.265253821160005;48.8484276137,2.26525382116
129094535;Porte de Saint-Ouen - Bessières;42;48.89792240854517;2.32851451022192;48.8979224085,2.32851451022
499303158;Jules Guesde - Pont du Port à l'Anglais;30;48.79628807093802;2.417212128639221;48.7962880709,2.41721212864
210585225;Dunkerque - Alsace;18;48.879355;2.358379;48.879355,2.358379
1805255023;Sèvres - Général Leclerc;30;48.830195717626665;2.231355831027031;48.8301957176,2.23135583103
128889359;Champ de Mars - Cler;41;48.856691550115315;2.306646779179573;48.8566915501,2.30664677918
912377361;Diderot - Reuilly;44;48.84720845606067;2.3861273378133774;48.8472084561,2.38612733781
34742973;Place Balard;22;48.836395736424116;2.2784192115068436;48.8363957364,2.27841921151
596813170;Cimetière;15;48.84706173362218;2.4787822365760808;48.8470617336,2.47878223658
523900881;Cité de la Musique;60;48.88905644179769;2.393023111831099;48.8890564418,2.39302311183
213875650;Henri Ste-Claire Déville - Paul Héroult;24;48.892663;2.172411;48.892663,2.172411
213992316;Square du Théâtre du Garde-Chasse;50;48.881287375060616;2.420119643211365;48.8812873751,2.42011964321
54000601;Jean-François Lépine - Stephenson;22;48.88611466796807;2.356855627529275;48.886114668,2.35685562753
648227675;Auguste Cain - Jean Moulin;40;48.82577028927573;2.3210415244102482;48.8257702893,2.32104152441
237624030;Mathurins - Auber;36;48.872988840743595;2.3294984212276404;48.8729888407,2.32949842123
129078200;Parc Georges Brassens - Brancion;29;48.83227829269761;2.3022570088505745;48.8322782927,2.30225700885
640629438;Aristide Briand - Gare de Bagneux;22;48.79387269664978;2.321148812770844;48.7938726966,2.32114881277
55664548;Charonne - Faubourg Saint-Antoine;34;48.85219190969573;2.3740932717919354;48.8521919097,2.37409327179
378626842;Anatole France - Louise Michel;50;48.88873214926474;2.2881576418876652;48.8887321493,2.28815764189
341388492;Place des Ternes;46;48.878438631226516;2.297727763652802;48.8784386312,2.29772776365
1062223873;Ancien Canal - Hélène Brion;23;48.89484799296163;2.4188338592648506;48.894847993,2.41883385926
82423726;Gare de Lyon - Roland Barthes;68;48.84395729494058;2.3790882155299187;48.8439572949,2.37908821553
15461933;Parc Monceau;18;48.88107791412864;2.3095492646098137;48.8810779141,2.30954926461
214146056;Vignerons - Minimes;29;48.841486;2.430793;48.841486,2.430793
15308782;Sommerard - Saint-Jacques;34;48.850310432924466;2.345015835298588;48.8503104329,2.3450158353
653055097;Milton - Manuel;22;48.878249;2.341181;48.878249,2.341181
27415469;Orteaux - Mouraud;24;48.85558642847872;2.408762907764669;48.8555864285,2.40876290776
15409531;Méchain - Faubourg Saint-Jacques;16;48.83586772099485;2.33798034198275;48.835867721,2.33798034198
36298;Jean-Baptiste Pigalle - La Bruyere;17;48.87939826447722;2.333709173337285;48.8793982645,2.33370917334
84966359;Naples - Rome;26;48.879960700846226;2.321358695626259;48.8799607008,2.32135869563
35137730;Hôpital Pitié Salpêtrière;50;48.8377016;2.3604946;48.8377016,2.3604946
210737808;Aqueduc - Villette;28;48.883886063895396;2.36719880331497;48.8838860639,2.36719880331
452936197;Bois de Vincennes;60;48.8338064;2.4132221;48.8338064,2.4132221
66491386;Surcouf - Université;58;48.861273016278126;2.309453550914185;48.8612730163,2.30945355091
1036199130;Les Juilliottes;21;48.8043072;2.4437362;48.8043072,2.4437362
1055553396;Mornay - Sully;15;48.84970399548416;2.364460788667202;48.8497039955,2.36446078867
82566934;Brochant - Clichy;53;48.89032998912038;2.319730559929781;48.8903299891,2.31973055993
213693126;Véron - Lepic;23;48.88526123395252;2.334559857845307;48.885261234,2.33455985785
213695073;Hôpital Robert Debré;33;48.87956876386225;2.4012206902213995;48.8795687639,2.40122069022
213995665;Square Edmond Pépin;30;48.88365620689917;2.4033531546592717;48.8836562069,2.40335315466
362178041;Place Jules Ferry;28;48.812107928414775;2.325837314128876;48.8121079284,2.32583731413
6295;Pontoise - La Tournelle;23;48.85045800918843;2.352454275492188;48.8504580092,2.35245427549
308082350;Malakoff - Place de la Porte Maillot;31;48.876733496637506;2.2834577411413193;48.8767334966,2.28345774114
84958519;Arcole - Notre-Dame;31;48.85388354132773;2.3493797332048416;48.8538835413,2.3493797332
653081846;Jourdan - Monticelli;30;48.822032;2.329095;48.822032,2.329095
102745622;Raspail - Albert Schweitzer;28;48.81031545;2.34395871;48.81031545,2.34395871
100925033;Gare de Lyon - Chalon;50;48.84566619420225;2.3741452395915985;48.8456661942,2.37414523959
100934967;Madagascar - Meuniers;33;48.83460464474706;2.3970650508999825;48.8346046447,2.3970650509
27415547;Square Etienne Jarousse;25;48.82485182597129;2.2925933450460434;48.824851826,2.29259334505
131908132;Parc Eli Lotar;20;48.91844993053703;2.3727085813879967;48.9184499305,2.37270858139
15308712;Jules Vallès - Charonne;23;48.85428437993525;2.384767457842827;48.8542843799,2.38476745784
54000616;Pyrénées - Avron;32;48.853246898211985;2.405871044529538;48.8532468982,2.40587104453
66489651;Louis le Grand - Italiens;33;48.870508937203915;2.334054461939329;48.8705089372,2.33405446194
7268;Charenton - Jardiniers;31;48.833821772922654;2.394692664106047;48.8338217729,2.39469266411
653147618;Lucien Lanternier - Le Luth;27;48.93159430558871;2.2889783978462224;48.9315943056,2.28897839785
1057290902;Cours de Vincennes - Soult;45;48.846918761569306;2.4105220288038254;48.8469187616,2.4105220288
54000542;Blancs-Manteaux - Archives;29;48.859418007030406;2.355947121977806;48.859418007,2.35594712198
54000537;Saint-Gilles - Turenne;18;48.85815895677863;2.364714992099186;48.8581589568,2.3647149921
653094517;Cesaria Evora - Rosa Parks;40;48.89717672825043;2.3745173960924144;48.8971767283,2.37451739609
210386007;Alger - Rivoli;21;48.86477355349535;2.329449393612793;48.8647735535,2.32944939361
54000573;Cardinal Lavigerie;46;48.832934193699835;2.402636749399156;48.8329341937,2.4026367494
208603342;Coquillière - Louvre;21;48.86379590966231;2.3425736278295517;48.8637959097,2.34257362783
82335295;Saint-Séverin - Saint-Michel;30;48.85273130548806;2.3440927639603615;48.8527313055,2.34409276396
54000623;Mairie du 20ème;27;48.86530232427545;2.3990669846534733;48.8653023243,2.39906698465
27415360;Reynaldo Hahn - Lagny;19;48.849266043601794;2.412330328844772;48.8492660436,2.41233032884
101010226;Porte de Charenton;67;48.83124010585643;2.3989107459783554;48.8312401059,2.39891074598
213688169;Benjamin Godard - Victor Hugo;35;48.865983;2.275725;48.865983,2.275725
85002689;Jourdan - Stade Charléty;60;48.81942833336948;2.343335375189781;48.8194283334,2.34333537519
207633746;Grande Armée - Brunel;62;48.876116;2.288124;48.876116,2.288124
6296;Institut de France;17;48.85761567856468;2.335831353037739;48.8576156786,2.33583135304
95845524;Cité Riverin - Château d'Eau;18;48.870702423554306;2.358739863900845;48.8707024236,2.3587398639
221043930;Bagnolet - Orteaux;36;48.85708641027236;2.3984125256538396;48.8570864103,2.39841252565
129050965;Place de la République - Voltaire;19;48.86683096894219;2.3654810339212418;48.8668309689,2.36548103392
210584503;Gare de l'Est - Fidélité;15;48.874575;2.356796;48.874575,2.356796
129132870;Nationale - Place Jules Guesde;23;48.82753962462998;2.2416052222251897;48.8275396246,2.24160522223
97677210;Parmentier - République;50;48.8644954;2.3750124;48.8644954,2.3750124
102335085;Aristide Briand - Place de la Résistance;25;48.82124248401006;2.2511002421379094;48.821242484,2.25110024214
15298647;Temple - Jean-Pierre Timbaud;36;48.864465972010244;2.3660597205162053;48.864465972,2.36605972052
27414945;Montgallet - Charenton;16;48.84264777870052;2.386164927813738;48.8426477787,2.38616492781
653050378;Square René Viviani - Montebello;34;48.851904891406384;2.347842156887055;48.8519048914,2.34784215689
213922790;Champeaux - Gallieni;50;48.864459134684644;2.4161778017878532;48.8644591347,2.41617780179
82334007;Pascal - Claude Bernard;49;48.839061952159746;2.3499782010912895;48.8390619522,2.34997820109
129124069;Haxo - Surmelin;21;48.8694370761222;2.40539657537972;48.8694370761,2.40539657538
27246227;Edouard Pailleron - Simon Bolivar;24;48.87979886049996;2.374839261174202;48.8797988605,2.37483926117
213692714;Lepic - Armée d'Orient;24;48.88753640381415;2.334307730197907;48.8875364038,2.3343077302
82584215;Place Lafayette;62;48.829654975522296;2.263867557048798;48.8296549755,2.26386755705
100918666;Place Pasdeloup;21;48.86265421563133;2.3670325062844237;48.8626542156,2.36703250628
256561528;Eugène Oudiné - Dessous Des Berges;44;48.8256423;2.3750226;48.8256423,2.3750226
484889494;Hôtel de Ville;26;48.89314451997415;2.2888818383216862;48.89314452,2.28888183832
80419347;Lagny - Auguste Blanqui;27;48.84922568052601;2.4218603968620305;48.8492256805,2.42186039686
581480367;Fabre d'Eglantine - Place de la Nation;68;48.8471116;2.3956204;48.8471116,2.3956204
66491371;Pierre Sarrazin - Saint-Michel;33;48.85090814639774;2.3421307280659676;48.8509081464,2.34213072807
34300292;Argenson - Château;25;48.888559314669514;2.2642001509666447;48.8885593147,2.26420015097
653073004;Tremblay - Lac des Minimes;48;48.834131261494356;2.454751655459404;48.8341312615,2.45475165546
452341449;Choisy - Tolbiac;26;48.82591155587023;2.3602393269538884;48.8259115559,2.36023932695
653217067;Jules Guesde - Laennec;19;48.87628983900398;2.5006942078471184;48.876289839,2.50069420785
1056979685;Bastille - Quai de la Rapée;27;48.84682410855044;2.366936467587948;48.8468241086,2.36693646759
85100352;Porte de la Chapelle;72;48.89845996601992;2.3607194423675537;48.898459966,2.36071944237
101013666;Bercy - Villot;34;48.84179500902689;2.376785018481558;48.841795009,2.37678501848
27313492;Petites Ecuries - Faubourg Saint-Denis;28;48.87287120589831;2.3542150855064397;48.8728712059,2.35421508551
66491395;Daumesnil - Hébrard;40;48.8429;2.38474;48.8429,2.38474
443198808;Gaston Tessier - Rosa Parks RER;37;48.8963765;2.3743692;48.8963765,2.3743692
213674686;Place Jeanne d'Arc;36;48.829575;2.369126;48.829575,2.369126
653137567;Place Saint-Just;22;48.790379518724265;2.3895226791501045;48.7903795187,2.38952267915
653087180;Clichy - Douai;32;48.88411831886975;2.3287287354469304;48.8841183189,2.32872873545
1057405802;Place Nelson Mandela;30;48.897874318180556;2.2182820737361912;48.8978743182,2.21828207374
653139897;Lebrun - Colonel Fabien;27;48.78266870733145;2.381317801773548;48.7826687073,2.38131780177
478732841;Sebastopol - Rambuteau;16;48.861818092669864;2.3501381278038025;48.8618180927,2.3501381278
101742129;Cherche-Midi - Hôpital Necker;38;48.84461063309956;2.317914068698883;48.8446106331,2.3179140687
54000570;Place de la Nation - Picpus;36;48.84682168154762;2.400113046169281;48.8468216815,2.40011304617
42275164;Reuilly - Daumesnil;36;48.8395385;2.3972516;48.8395385,2.3972516
653091677;Place de l'Europe;24;48.78913702405837;2.4284800887107854;48.7891370241,2.42848008871
100760396;Turbigo - Réaumur;31;48.86557404753054;2.3564198613166814;48.8655740475,2.35641986132
66499894;Sainte-Elisabeth - Turbigo;33;48.86610337431042;2.359649240970612;48.8661033743,2.35964924097
1063012692;Kléber - National;0;48.90642;2.23938;48.90642,2.23938
1063971944;Saint-Michel - Luxembourg;0;48.845;2.339787;48.845,2.339787
6245;Ventadour - Opéra;27;48.866810653323;2.334388448251871;48.8668106533,2.33438844825
35380305;Le Goff - Gay-Lussac;35;48.8461024009786;2.3412207886576653;48.846102401,2.34122078866
1063061372;Résistance - Parmentier;35;48.85965138131299;2.436705082654953;48.8596513813,2.43670508265
27414527;Danielle Casanova - Opéra;20;48.867643242297284;2.3333894088864326;48.8676432423,2.33338940889
66491396;Château de Vincennes;52;48.84423193255657;2.439209537709179;48.8442319326,2.43920953771
102328355;Place Denfert-Rochereau;20;48.843252536286684;2.245987951755524;48.8432525363,2.24598795176
54000578;Bobillot - Tolbiac;33;48.8255961335041;2.350204177200794;48.8255961335,2.3502041772
54000624;Gambetta - Tourelles;20;48.87533790226418;2.4059921130537987;48.8753379023,2.40599211305
653190196;LCL Campus - Place Oscar Niemeyer;37;48.805342480621576;2.363983690738678;48.8053424806,2.36398369074
653184632;Edith Cavell - Volta;33;48.901616564286975;2.269354350864887;48.9016165643,2.26935435086
82440673;Maine - Jean Zay;50;48.837925263897674;2.3225428909063344;48.8379252639,2.32254289091
125918662;Marcadet - Ramey;21;48.890875;2.3449019;48.890875,2.3449019
82408364;Guillaume Bertrand - République;38;48.86382517434147;2.38090637715497;48.8638251743,2.38090637715
312165511;Faubourg Du Temple - Republique;38;48.867872484748744;2.3648982158072323;48.8678724847,2.36489821581
516709288;Charonne - Robert et Sonia Delauney;20;48.85590755596891;2.3925706744194035;48.855907556,2.39257067442
209063434;André Karman - République;31;48.91039875761846;2.3851355910301213;48.9103987576,2.38513559103
653197324;Théâtre des Amandiers - Palais des sports;24;48.89264852683893;2.2136941552162175;48.8926485268,2.21369415522
7254;Gay Lussac - Saint-Jacques;24;48.844730256132095;2.341923944866407;48.8447302561,2.34192394487
323616530;Quai de l'Horloge - Pont Neuf;17;48.857058739111096;2.341798283943937;48.8570587391,2.34179828394
27363489;Claude Decaen - Cannebière;27;48.83761417037952;2.397253782195704;48.8376141704,2.3972537822
508042092;Pyramide - Ecole du Breuil;34;48.82237977153955;2.4586871266365056;48.8223797715,2.45868712664
818302209;Mairie de Montreuil;52;48.86131452758348;2.440614402294159;48.8613145276,2.44061440229
210741164;Jemmapes - Grange aux Belles;23;48.873462;2.364035;48.873462,2.364035
210744286;Chemin Vert - Saint-Maur;45;48.86112461407359;2.381299026310444;48.8611246141,2.38129902631
101743895;Joseph Liouville - Croix Nivert;64;48.844835471244416;2.297508493065834;48.8448354712,2.29750849307
39254792;Mairie du 11ème;51;48.858925;2.3789759;48.858925,2.3789759
42566291;Miromesnil - La Boétie;35;48.87372241291653;2.315848097205162;48.8737224129,2.31584809721
213868408;Gare Routière;31;48.84288183896324;2.222245037555695;48.842881839,2.22224503756
214134714;Gare Arcueil - Cachan;26;48.799824;2.328171;48.799824,2.328171
338762459;Edouard Poisson - Victor Hugo;30;48.91113914952997;2.3792722821235657;48.9111391495,2.37927228212
213688824;Faustin Hélie - Desbordes-Valmore;33;48.859403;2.276522;48.859403,2.276522
470807791;Jardin d'Acclimatation;33;48.878772242510465;2.270772233605385;48.8787722425,2.27077223361
214102967;Gare de Laplace;43;48.80893199114179;2.3349460959434514;48.8089319911,2.33494609594
82450803;Square Cambronne;59;48.847566545259745;2.3025691509246826;48.8475665453,2.30256915092
85145704;Réunion - Avron;26;48.852566752033766;2.403928068708116;48.852566752,2.40392806871
129125489;Piat - Parc de Belleville;21;48.87195626635528;2.384981390278095;48.8719562664,2.38498139028
95927849;Jean Jaurès - Jean Baptiste Clément;24;48.84576261454011;2.2369650006294255;48.8457626145,2.23696500063
979059925;Bridaine - Lamandé;29;48.8862074;2.3206239;48.8862074,2.3206239
984663789;Faubourg St-Antoine - Place de la Nation;37;48.8487659;2.3940436;48.8487659,2.3940436
54000618;Pyrénées - Maraîchers;19;48.85714001395299;2.4043509364128113;48.857140014,2.40435093641
15291968;Place de Passy;15;48.85780291711202;2.277500546942199;48.8578029171,2.27750054694
7304;Bassano -  Iéna;15;48.868144510482075;2.296149600985935;48.8681445105,2.29614960099
101761298;Place du Moulin de Javel;45;48.84021670922037;2.2716060653328896;48.8402167092,2.27160606533
39217683;Alfred Roll - Berthier;34;48.88780857052871;2.30009529817631;48.8878085705,2.30009529818
13283986;Keller - La Roquette;34;48.8555508;2.3752778;48.8555508,2.3752778
6515;Rougemont - Poissonnière;30;48.871611569354755;2.345873080193996;48.8716115694,2.34587308019
1034247348;Place des Larris;34;48.8568363;2.4780236;48.8568363,2.4780236
27363029;Charonne - Philippe-Auguste;32;48.85560316202584;2.390546390619984;48.855603162,2.39054639062
15383032;Place du Canada;40;48.865346269362675;2.310193787964762;48.8653462694,2.31019378796
128932790;Arsène Houssaye - Champs-Elysées;29;48.87340927626732;2.2977904602885246;48.8734092763,2.29779046029
54001190;Mairie du 19ème;27;48.88256264247959;2.3812624812126164;48.8825626425,2.38126248121
653072212;Place du 8 mai 1945;30;48.938882272105374;2.3566243797540665;48.9388822721,2.35662437975
37952191;Jean Jaurès - Reine;31;48.84009622558849;2.239872515201569;48.8400962256,2.2398725152
27415444;Louis Ganne - Davout;30;48.86338720692607;2.409725748002529;48.8633872069,2.409725748
1056972307;Pyramide - Parc Floral;49;48.837442;2.440452;48.837442,2.440452
128928526;Clapeyron - Moscou;15;48.88078819514121;2.324815057218075;48.8807881951,2.32481505722
38319086;Pierre Demours - Laugier;37;48.8813072;2.294846;48.8813072,2.294846
409364001;Ivry - Simone Weil;18;48.823283932030755;2.3659095168113713;48.823283932,2.36590951681
124622630;Pelée - Alphonse Baudin;38;48.8600265;2.3710541;48.8600265,2.3710541
303563942;Hôtel de Ville - Pont d'Arcole;20;48.85587645183987;2.350892163813114;48.8558764518,2.35089216381
368766689;Westermeyer - Paul Vaillant-Couturier;25;48.819116181578764;2.3966637253761296;48.8191161816,2.39666372538
6294;Marché aux fleurs;23;48.85525811539143;2.3473754525184636;48.8552581154,2.34737545252
102722579;Voltaire - Anatole France;27;48.89206174403158;2.284466922283173;48.892061744,2.28446692228
1057392676;Rouget de Lisle;0;48.76505;2.40805;48.76505,2.40805
653083675;Maréchal Joffre - Verdun;20;48.85385;2.470307;48.85385,2.470307
1057360420;Place Aimé Césaire;27;48.783194713067815;2.2429127991199493;48.7831947131,2.24291279912
1057765913;Hôpital Necker;40;48.846043490118454;2.313245013356209;48.8460434901,2.31324501336
54000590;Croix Nivert - Square Saint-Lambert;47;48.8430515215905;2.295200452208519;48.8430515216,2.29520045221
15462861;Crevaux - Bugeaud;31;48.870809428669546;2.281149007691853;48.8708094287,2.28114900769
7295;Chevreuse - Montparnasse;15;48.841739161230905;2.331552216736739;48.8417391612,2.33155221674
75345531;Turbigo - Française;16;48.86358858111446;2.3477794602513313;48.8635885811,2.34777946025
1063429705;Eugène Varlin - Place de la Paix;23;48.792862;2.363093;48.792862,2.363093
516395829;Quai des Célestins - Henri IV;14;48.8512971;2.3624535;48.8512971,2.3624535
1074347188;Champs de Manoeuvre - Cartoucherie;0;48.84763;2.379008;48.84763,2.379008
276989966;Oratoire - Rivoli;18;48.861342760889265;2.3400047421455388;48.8613427609,2.34000474215
74805344;Pierre Charron - Champs-Elysées;32;48.870103359864174;2.3043501377105713;48.8701033599,2.30435013771
101022698;Olympiades;36;48.82676466519947;2.365086078643799;48.8267646652,2.36508607864
82571023;Alexandre Dumas - Place de la Réunion;45;48.85533710742046;2.3997703687646292;48.8553371074,2.39977036876
100893610;Bourdonnais - Tour Eiffel;60;48.860897797941;2.29559959844703;48.8608977979,2.29559959845
27363397;Jean Bologne - Passy;19;48.857566889784465;2.280027395306772;48.8575668898,2.28002739531
27363504;Jacquier - Didot;30;48.82953336292279;2.318179272115231;48.8295333629,2.31817927212
80101533;Chazelles - Courcelles;35;48.879406604954;2.3034455627202988;48.879406605,2.30344556272
907054879;Liberté - Vert-de-Maisons;20;48.79014780960843;2.43286281824112;48.7901478096,2.43286281824
88230992;De Toqueville - Terrasse;30;48.882428;2.314002;48.882428,2.314002
129088667;Jonquière - Docteur Paul Brousse;40;48.894799816683985;2.318705212173216;48.8947998167,2.31870521217
210582921;Boudreau - Auber;14;48.87219;2.329423;48.87219,2.329423
129087587;Legendre - Clichy;40;48.88896161855884;2.322528975094376;48.8889616186,2.32252897509
82379648;Lisbonne - Monceau;33;48.87745567681383;2.309694221419506;48.8774556768,2.30969422142
54000569;Saint-Ambroise - Parmentier;38;48.86214784454763;2.3772348091006275;48.8621478445,2.3772348091
129043651;Roquette - Thiéré;23;48.85507930579506;2.3733686318721463;48.8550793058,2.37336863187
129034587;Récollets - Square Villemin;17;48.875034655883944;2.359801238597928;48.8750346559,2.3598012386
593238093;Victoire - Chaussée d'Antin;24;48.875065791004396;2.3316738009452824;48.875065791,2.33167380095
210396518;Estrapade - Ulm;16;48.84512772828039;2.3454568170361734;48.8451277283,2.34545681704
82253759;Mairie du 7ème;27;48.8577967;2.3192664;48.8577967,2.3192664
1062179194;18 juin 1940 - Buzenval;25;48.868807;2.185428;48.868807,2.185428
129001431;Courcelles - Place des Ternes;31;48.878199928923124;2.2992860188665043;48.8781999289,2.29928601887
217572769;Anatole France - Jean Lolive;28;48.8949922;2.4253764;48.8949922,2.4253764
